16
1	13	8	9	6	-1	3	14	2	15	7	10	4	11	12	-1
2	4	10	11	9	15	-1	1	-1	13	6	5	16	3	14	7
14	5	15	16	11	12	7	-1	1	8	3	9	2	6	-1	13
3	-1	-1	12	-1	13	2	10	11	16	14	4	1	-1	9	15
10	-1	9	5	14	4	13	3	16	1	15	11	7	12	8	2
-1	1	16	-1	7	-1	10	5	3	12	9	-1	6	13	-1	11
15	-1	7	2	16	11	1	-1	4	6	8	13	5	14	3	10
-1	11	3	-1	12	2	-1	-1	14	10	-1	7	9	16	4	1
5	15	14	3	2	7	11	8	6	4	-1	-1	13	1	-1	9
7	16	11	6	1	14	4	12	8	9	13	15	10	5	2	3
12	9	1	10	15	3	-1	13	-1	14	-1	-1	8	7	11	4
8	2	13	4	10	5	9	-1	7	11	1	3	12	15	6	14
9	8	12	13	3	1	5	15	10	2	16	-1	-1	4	7	6
-1	14	2	15	4	6	-1	7	9	5	11	1	3	10	-1	8
6	10	5	7	13	-1	-1	11	15	3	4	8	14	2	1	12
11	3	4	1	8	10	14	2	13	-1	12	6	15	9	5	16
