25
-1	-1	13	10	11	7	21	25	20	5	16	-1	18	19	22	-1	23	4	15	24	6	17	3	14	9
25	4	-1	9	23	6	1	14	16	18	20	-1	8	17	21	5	11	-1	2	-1	12	10	22	13	15
18	14	22	8	21	17	-1	24	10	15	13	7	2	5	-1	12	-1	6	16	9	-1	1	25	11	4
7	20	-1	6	-1	9	22	8	3	-1	4	11	10	15	1	21	14	18	13	25	-1	-1	-1	2	19
15	24	12	-1	5	11	2	4	23	13	25	6	9	-1	14	-1	22	10	1	-1	8	-1	18	7	21
6	-1	8	17	19	16	9	12	5	20	-1	25	23	1	7	14	2	15	18	4	3	24	-1	21	10
13	15	1	18	24	2	6	23	21	-1	9	22	14	10	4	25	8	-1	-1	5	16	11	20	12	7
9	3	7	2	14	25	18	15	4	1	-1	5	24	21	17	10	16	13	20	11	-1	-1	8	6	23
11	10	-1	23	20	19	7	-1	8	24	18	-1	13	16	6	9	1	22	12	21	17	15	14	4	-1
21	16	5	12	4	13	-1	11	22	10	3	20	15	8	19	23	6	24	17	-1	1	18	2	9	25
17	19	24	15	22	4	23	2	-1	14	6	16	-1	11	8	-1	9	20	21	1	5	13	10	25	3
14	13	6	5	8	10	-1	17	25	7	-1	-1	19	20	-1	24	-1	12	-1	18	9	-1	21	22	16
20	25	10	7	2	-1	16	19	6	8	5	9	21	22	18	4	17	-1	11	13	24	-1	12	23	1
-1	21	9	11	18	5	12	13	-1	3	24	-1	7	14	2	22	25	8	-1	16	19	6	4	15	20
1	12	16	4	3	22	24	20	9	21	15	13	25	23	-1	-1	-1	-1	5	14	11	7	-1	8	18
24	2	23	1	25	21	-1	9	-1	22	-1	15	16	12	11	13	10	5	6	20	-1	4	7	17	14
-1	-1	14	13	10	1	20	18	7	11	17	19	5	9	25	2	21	16	8	-1	-1	22	-1	3	24
-1	18	19	22	9	14	8	-1	17	6	-1	23	3	4	13	11	7	-1	24	15	25	20	5	16	2
5	11	20	-1	15	12	4	16	2	25	7	10	1	-1	24	17	18	-1	22	23	21	8	9	19	13
8	17	21	16	7	24	13	5	-1	23	2	14	22	-1	20	-1	4	25	9	3	10	12	6	1	11
-1	5	2	25	12	23	15	-1	-1	16	14	-1	6	13	9	18	24	21	7	8	4	3	19	20	17
19	23	15	-1	13	-1	17	1	24	2	22	18	20	7	-1	3	12	-1	4	10	14	25	11	5	6
22	9	4	-1	1	3	10	7	13	19	23	8	-1	25	5	15	20	11	14	6	2	21	16	18	12
3	7	-1	14	17	20	25	6	12	4	10	21	11	2	15	16	5	23	-1	22	13	9	1	24	8
16	8	11	20	6	18	5	21	14	9	19	3	4	-1	12	1	13	17	-1	2	7	23	15	-1	22
