25
2	21	12	18	16	1	4	9	22	24	17	8	25	23	5	14	6	15	20	11	3	-1	10	19	7
14	25	6	5	11	13	15	-1	19	21	20	18	7	22	16	4	10	-1	12	9	8	24	17	2	1
4	3	17	20	-1	12	2	5	10	25	6	1	13	14	9	7	8	18	24	21	23	11	15	16	22
7	23	22	10	15	6	11	8	16	20	4	3	24	19	12	25	2	1	13	17	18	14	5	9	21
13	9	8	24	1	17	18	7	3	14	-1	21	2	10	15	19	22	16	5	23	20	-1	25	4	6
1	18	25	9	2	4	5	16	21	12	15	20	8	3	19	17	7	-1	6	24	13	22	14	10	11
17	15	5	4	14	-1	25	10	11	23	13	2	16	18	6	12	21	9	1	22	19	8	7	24	3
3	24	10	21	-1	19	8	22	6	17	23	25	1	11	7	18	4	14	2	15	16	5	-1	20	12
16	11	7	12	20	24	1	15	13	18	-1	22	10	9	4	3	5	25	8	19	2	-1	6	17	23
22	19	23	6	8	14	7	3	9	2	24	5	21	12	17	20	11	-1	16	13	25	4	18	1	15
23	5	19	2	24	16	17	20	7	6	10	11	15	4	1	13	25	21	14	18	-1	3	22	12	8
8	16	-1	7	18	5	12	24	-1	19	9	6	3	25	14	1	17	-1	22	10	11	23	2	-1	4
12	10	15	13	22	23	3	4	25	9	-1	24	17	20	21	2	19	5	11	7	6	16	1	18	14
20	1	4	11	25	21	22	14	18	8	-1	7	5	13	23	-1	9	12	3	6	17	10	19	15	24
6	17	-1	14	3	11	13	1	2	10	18	12	19	16	22	15	24	8	-1	-1	7	20	21	5	25
5	13	3	25	10	22	24	19	17	15	12	16	11	6	8	21	1	7	9	20	4	18	23	14	2
9	2	16	-1	21	8	6	13	14	5	19	4	20	1	3	23	18	24	15	12	10	25	11	7	17
11	7	18	8	17	3	16	12	1	4	25	13	23	15	10	5	14	6	19	2	22	9	24	21	20
24	14	1	23	12	2	10	25	20	7	21	9	22	5	18	11	13	4	17	3	-1	6	16	8	19
19	6	20	15	4	18	9	21	23	-1	7	17	14	24	2	10	16	22	-1	8	5	1	12	3	13
18	4	14	17	7	25	23	2	24	1	16	15	12	8	11	-1	20	13	10	5	21	19	3	22	9
15	22	24	-1	23	10	14	6	4	13	5	19	9	17	25	8	12	2	21	16	1	7	20	11	18
10	12	11	1	6	7	21	17	8	16	22	14	18	2	20	9	-1	19	4	25	24	15	13	23	5
25	20	2	16	5	9	19	18	12	22	3	23	4	21	13	24	15	11	-1	1	14	17	8	6	10
21	8	13	19	9	15	20	11	5	3	1	10	6	7	24	22	23	17	18	14	12	2	4	25	16
