25
24	9	21	20	22	12	1	3	4	16	2	6	5	14	19	25	23	-1	10	13	18	17	7	8	11
11	25	7	17	10	13	14	-1	5	-1	12	24	23	18	15	19	20	1	-1	4	16	21	2	22	9
12	1	3	13	5	-1	23	18	11	9	8	22	10	16	25	7	14	24	2	17	20	4	6	15	19
16	6	8	19	15	25	20	-1	-1	10	3	4	11	13	17	21	22	5	18	9	1	12	14	23	24
23	18	14	2	4	19	17	22	15	24	20	7	21	1	9	12	11	6	8	16	3	10	13	25	5
9	5	20	12	16	22	6	19	17	8	15	14	18	4	-1	23	1	11	7	25	10	13	24	21	3
18	4	1	15	25	3	9	14	2	7	13	10	20	11	16	24	21	12	17	5	23	8	19	6	22
-1	-1	17	23	2	15	13	24	18	1	19	25	3	5	8	14	10	9	4	-1	7	20	11	12	-1
7	8	24	3	19	10	11	20	23	25	22	9	12	21	1	13	16	18	6	2	5	14	15	4	17
14	22	10	11	13	16	21	4	12	5	24	23	17	7	6	15	8	3	19	20	25	2	18	9	1
5	14	9	21	18	8	16	6	-1	11	17	-1	25	2	13	4	24	19	12	3	22	15	23	10	7
15	11	16	22	23	5	10	12	25	2	21	18	7	8	24	6	13	14	9	1	17	19	3	20	4
17	24	2	1	8	23	19	13	21	15	9	3	4	10	12	20	7	22	16	18	6	11	25	5	14
10	13	19	-1	3	9	22	1	24	4	11	15	14	6	20	17	25	23	5	8	12	16	21	18	2
-1	12	4	-1	20	7	3	-1	-1	18	23	16	19	22	5	11	2	10	15	21	8	1	9	24	13
4	2	25	16	12	11	5	15	3	-1	14	17	22	23	18	1	6	7	24	10	13	9	8	19	21
20	7	11	18	1	6	-1	10	13	14	16	2	8	12	21	5	9	17	25	19	24	23	22	3	15
3	-1	22	9	21	2	24	25	1	23	5	13	6	20	10	16	12	8	11	15	14	7	4	17	18
13	15	23	5	24	17	8	7	16	21	25	19	9	-1	4	22	18	2	20	14	11	6	12	1	10
8	17	6	10	14	18	12	9	22	19	1	11	24	15	7	3	-1	-1	-1	23	2	5	20	16	25
22	3	12	8	9	20	7	-1	6	17	18	21	13	25	14	10	15	-1	1	11	19	24	5	2	23
19	10	15	24	17	14	18	21	8	22	6	12	16	9	-1	-1	5	13	23	7	4	25	1	11	20
1	16	18	14	6	4	25	23	9	3	7	5	2	19	11	8	17	20	21	24	15	22	10	13	12
21	20	5	25	-1	1	2	11	10	13	4	8	15	24	23	18	19	-1	22	12	9	3	17	14	6
2	23	13	4	11	24	15	5	19	12	10	20	1	17	22	9	3	25	14	6	21	18	16	7	8
