16
-1	-1	1	2	-1	6	-1	4	14	8	3	-1	-1	15	-1	-1
12	-1	-1	4	-1	2	-1	-1	-1	11	10	-1	-1	9	5	-1
-1	-1	13	10	1	11	5	7	4	-1	16	15	-1	-1	-1	-1
7	9	-1	8	15	10	16	12	-1	2	6	1	3	14	-1	-1
4	-1	-1	-1	5	1	-1	10	-1	-1	14	7	16	3	6	12
-1	12	10	11	13	-1	-1	-1	-1	-1	9	6	4	1	15	-1
5	-1	6	13	11	12	15	-1	3	-1	2	-1	-1	10	-1	-1
2	-1	-1	-1	6	4	9	-1	-1	-1	12	10	11	5	-1	13
-1	-1	-1	5	2	14	6	-1	-1	4	-1	9	-1	-1	1	3
-1	2	-1	-1	7	3	12	-1	-1	15	5	11	-1	16	4	-1
-1	11	7	-1	-1	-1	-1	5	-1	6	8	3	-1	-1	12	15
6	4	-1	-1	16	8	10	15	2	-1	-1	-1	-1	-1	9	5
1	-1	-1	3	-1	-1	-1	-1	6	-1	11	5	15	-1	8	14
10	15	14	-1	-1	-1	4	6	-1	-1	-1	-1	-1	13	16	-1
8	-1	4	-1	10	16	11	-1	12	14	15	2	-1	7	3	-1
-1	-1	5	6	8	15	14	2	13	-1	-1	-1	-1	-1	-1	-1
