16
-1	-1	-1	-1	-1	16	-1	11	12	-1	6	10	9	4	1	13
9	4	2	-1	8	14	10	7	-1	3	-1	16	-1	-1	15	6
-1	15	1	13	9	4	6	5	7	14	-1	11	12	3	2	-1
-1	16	11	6	-1	13	12	2	-1	9	15	-1	-1	8	14	10
2	12	-1	-1	-1	-1	5	16	6	4	-1	-1	-1	14	3	-1
4	-1	-1	-1	-1	-1	-1	6	3	-1	-1	-1	10	-1	11	-1
13	-1	7	9	14	1	4	-1	-1	-1	10	12	2	-1	6	8
-1	3	-1	-1	-1	12	7	9	16	8	-1	13	15	1	4	-1
1	14	9	-1	4	3	8	12	10	7	16	15	6	-1	-1	11
15	-1	-1	-1	5	-1	-1	1	8	-1	-1	4	14	2	7	12
12	7	5	-1	6	-1	11	-1	9	-1	1	14	4	15	8	-1
8	-1	4	3	7	15	13	-1	5	12	-1	2	16	10	9	-1
6	2	12	4	3	-1	-1	13	11	15	9	-1	-1	7	16	14
7	-1	-1	15	-1	5	9	-1	14	-1	-1	-1	1	6	-1	2
14	9	8	5	-1	7	-1	15	-1	1	12	6	3	-1	10	-1
-1	13	3	-1	11	6	14	4	-1	10	5	7	8	9	-1	15
