16
8	4	10	13	6	16	14	9	3	11	1	2	5	12	-1	7
-1	1	3	9	15	7	12	11	5	10	14	4	2	6	8	13
15	5	-1	14	2	4	8	13	7	-1	12	9	3	16	1	10
6	2	7	12	-1	10	3	1	8	13	16	-1	4	14	11	9
14	16	13	-1	11	5	10	12	2	15	-1	3	7	1	4	-1
3	12	1	4	14	15	6	16	-1	8	7	10	13	5	-1	2
9	-1	5	11	7	3	4	-1	1	12	13	-1	14	8	10	15
10	15	2	7	9	1	-1	8	14	4	-1	5	12	11	3	16
12	7	16	-1	8	14	15	4	13	9	-1	1	11	3	-1	5
1	9	8	10	3	12	7	5	16	2	11	14	15	-1	6	4
5	11	-1	2	1	13	9	6	12	3	4	7	8	10	16	14
-1	14	4	3	16	2	11	10	6	-1	15	8	9	7	12	1
2	-1	6	1	12	-1	16	7	15	14	5	-1	10	4	13	8
7	8	-1	-1	-1	-1	5	15	-1	-1	2	-1	-1	-1	-1	3
4	13	14	15	10	6	1	3	9	7	8	12	-1	-1	5	11
11	10	9	-1	13	8	2	14	4	16	3	6	1	15	7	12
