25
-1	-1	13	-1	11	16	-1	6	19	8	12	-1	-1	-1	-1	20	2	10	7	25	22	21	9	5	18
-1	9	1	20	21	23	4	18	-1	14	-1	25	5	-1	-1	17	22	-1	15	19	11	12	-1	6	-1
22	25	16	8	-1	-1	5	1	-1	3	-1	15	19	-1	-1	23	-1	9	-1	21	14	7	17	-1	2
24	15	-1	-1	23	11	10	25	-1	-1	21	-1	9	-1	2	-1	8	-1	-1	13	20	-1	-1	-1	-1
-1	19	-1	-1	5	24	-1	9	20	21	17	-1	11	-1	-1	1	3	16	-1	12	-1	-1	-1	15	10
13	10	-1	5	-1	3	21	-1	9	-1	7	17	18	14	-1	24	-1	23	1	-1	12	-1	15	8	11
-1	21	12	16	-1	20	1	7	-1	-1	-1	-1	15	24	22	4	-1	14	-1	-1	9	5	19	-1	25
19	-1	3	25	9	-1	24	15	-1	23	6	1	10	11	12	8	7	-1	16	17	18	22	-1	-1	20
17	-1	23	14	22	4	-1	-1	-1	-1	9	-1	-1	13	8	5	15	20	3	-1	6	1	10	7	24
-1	7	-1	1	-1	8	14	-1	10	-1	-1	16	-1	2	-1	12	9	19	22	18	-1	-1	23	21	-1
-1	-1	24	-1	15	21	7	20	25	5	3	14	6	-1	17	2	-1	13	10	-1	19	-1	-1	16	22
-1	-1	-1	10	-1	2	11	-1	4	13	18	7	-1	-1	16	-1	5	12	19	-1	3	9	-1	25	-1
21	-1	25	-1	13	22	9	-1	-1	-1	-1	2	23	-1	5	7	16	17	-1	20	-1	-1	11	-1	-1
5	-1	19	7	2	1	6	16	14	-1	-1	-1	-1	15	10	25	-1	3	9	4	17	8	24	-1	21
12	-1	-1	6	16	19	17	10	24	15	25	11	20	4	1	18	21	22	8	14	5	2	-1	13	23
1	13	2	-1	-1	5	18	-1	-1	9	15	10	-1	22	-1	16	6	11	20	8	-1	4	-1	19	12
15	20	6	11	14	10	3	-1	-1	-1	-1	18	2	12	-1	22	1	4	24	9	-1	-1	8	23	5
18	-1	8	21	-1	-1	-1	11	-1	16	19	20	-1	17	-1	10	12	2	-1	5	-1	6	1	-1	9
16	5	-1	23	-1	25	20	-1	6	-1	1	-1	13	8	9	3	17	18	14	7	2	11	21	10	15
3	-1	10	9	4	17	8	24	1	2	11	5	14	6	25	-1	13	15	21	-1	7	-1	18	22	-1
-1	2	4	15	18	9	16	5	-1	-1	13	-1	3	-1	-1	6	19	-1	-1	22	1	23	25	11	-1
9	-1	21	22	12	-1	19	-1	3	-1	14	-1	17	5	15	11	20	-1	23	-1	-1	-1	2	-1	6
10	-1	11	-1	20	18	25	4	15	-1	-1	6	22	-1	19	9	14	7	2	3	21	-1	-1	12	-1
25	8	-1	-1	3	6	-1	21	-1	-1	20	-1	-1	7	11	13	-1	-1	18	15	-1	-1	22	9	4
23	-1	-1	-1	-1	-1	13	22	-1	-1	-1	-1	-1	-1	18	-1	4	5	12	16	8	15	20	-1	19
