16
-1	-1	9	2	-1	12	-1	4	10	7	6	11	-1	8	-1	-1
12	-1	7	4	2	1	-1	-1	14	-1	3	-1	10	15	6	-1
3	14	8	5	13	15	10	6	-1	2	1	-1	-1	12	9	7
10	13	-1	6	3	8	11	7	15	-1	9	-1	2	4	14	1
15	-1	14	7	-1	-1	3	2	13	-1	16	5	12	-1	10	4
11	5	10	13	12	4	-1	-1	2	6	14	15	7	3	8	16
4	16	3	12	8	5	7	15	9	10	-1	1	14	13	2	6
2	1	6	-1	-1	-1	16	-1	4	-1	12	-1	-1	9	11	15
-1	7	5	14	-1	2	-1	-1	1	-1	4	-1	-1	11	16	-1
13	3	15	-1	-1	9	-1	1	-1	-1	8	-1	6	10	-1	14
6	-1	12	10	7	11	14	-1	3	9	-1	16	-1	2	15	-1
-1	-1	1	16	-1	10	-1	3	-1	-1	-1	-1	-1	-1	12	-1
-1	-1	-1	9	-1	7	6	-1	-1	-1	2	3	-1	5	-1	-1
-1	12	4	-1	1	3	-1	11	5	16	10	-1	9	6	7	2
7	10	13	3	9	-1	2	5	-1	1	15	6	-1	14	-1	-1
5	6	-1	-1	4	-1	12	-1	8	-1	7	9	15	-1	3	11
