16
6	5	-1	-1	7	1	-1	-1	16	9	8	13	-1	11	12	-1
3	1	-1	2	-1	11	-1	15	-1	12	7	10	-1	16	-1	5
-1	-1	16	11	12	-1	5	9	2	-1	1	6	15	-1	13	4
10	12	-1	-1	8	4	-1	16	-1	14	11	-1	-1	-1	3	6
-1	-1	5	6	-1	8	7	1	11	10	9	3	13	-1	14	16
9	4	-1	3	5	-1	10	-1	-1	-1	2	12	7	8	15	11
11	8	10	1	15	12	-1	13	7	6	4	14	-1	5	9	-1
-1	16	-1	7	2	-1	-1	-1	8	13	15	5	4	6	-1	10
-1	14	-1	-1	-1	-1	1	-1	-1	15	6	2	-1	10	4	8
4	6	3	5	10	-1	8	7	-1	1	-1	9	16	15	11	13
1	-1	-1	10	3	-1	4	-1	-1	11	16	7	12	-1	6	-1
-1	-1	2	12	11	9	15	6	10	-1	5	8	-1	1	-1	-1
5	-1	-1	4	-1	7	-1	8	-1	2	12	-1	-1	-1	10	15
13	-1	7	-1	-1	15	6	4	-1	5	-1	-1	8	-1	-1	12
-1	10	-1	16	14	-1	11	2	-1	-1	-1	4	6	-1	5	7
2	3	15	8	9	5	12	-1	6	7	13	11	14	4	16	1
