16
-1	8	4	-1	-1	-1	2	-1	-1	1	3	-1	-1	-1	11	5
-1	-1	-1	-1	-1	6	-1	14	-1	15	-1	4	-1	2	16	8
1	3	14	16	5	-1	-1	12	-1	10	2	8	-1	6	13	9
11	-1	-1	-1	15	-1	16	-1	-1	-1	14	-1	10	3	7	4
2	9	7	-1	11	14	6	10	16	-1	-1	-1	4	8	1	15
6	10	-1	-1	13	-1	5	-1	15	-1	9	-1	11	-1	-1	-1
-1	11	16	-1	12	-1	-1	3	10	8	-1	7	13	9	-1	-1
-1	15	-1	-1	-1	-1	-1	9	-1	-1	11	-1	-1	-1	-1	-1
-1	-1	-1	2	-1	10	9	-1	-1	-1	7	13	-1	1	3	11
3	14	5	-1	-1	2	12	-1	-1	11	10	15	9	-1	8	6
-1	16	-1	1	14	3	11	5	-1	9	-1	6	7	15	-1	13
9	13	-1	11	-1	-1	8	15	-1	2	5	-1	-1	16	-1	10
-1	-1	13	-1	-1	-1	-1	-1	8	12	-1	10	-1	-1	5	-1
-1	-1	-1	6	-1	9	-1	8	-1	-1	-1	11	-1	14	15	-1
14	5	11	-1	6	-1	10	4	-1	7	15	-1	16	13	9	-1
16	-1	3	15	7	5	-1	11	13	14	6	9	8	10	4	12
