25
-1	19	-1	24	5	-1	-1	18	14	-1	9	8	22	12	-1	-1	7	-1	17	-1	1	4	-1	15	-1
12	15	13	-1	-1	2	-1	7	-1	-1	6	14	1	-1	-1	4	-1	9	3	23	21	-1	8	-1	24
-1	-1	-1	18	-1	1	-1	10	22	20	-1	4	2	-1	-1	-1	-1	19	-1	-1	-1	25	9	3	6
6	-1	-1	3	17	15	-1	4	23	8	-1	25	21	5	-1	1	-1	-1	13	11	-1	-1	18	19	12
-1	4	-1	-1	-1	-1	9	6	3	12	17	24	-1	15	10	14	-1	8	22	-1	-1	-1	2	5	7
-1	14	-1	7	4	6	-1	5	-1	13	21	-1	3	-1	19	2	24	-1	-1	25	-1	8	16	12	-1
21	13	19	9	8	22	23	-1	18	-1	-1	-1	-1	-1	-1	-1	-1	3	20	-1	-1	-1	-1	6	-1
15	24	3	23	22	-1	12	-1	21	-1	-1	-1	20	-1	7	-1	4	13	-1	-1	-1	17	5	9	19
-1	-1	16	5	20	24	15	1	7	-1	-1	-1	8	6	-1	18	-1	-1	-1	-1	-1	-1	-1	-1	23
10	11	1	6	-1	-1	-1	-1	-1	19	-1	-1	-1	23	-1	17	-1	16	21	7	20	2	-1	-1	-1
19	-1	-1	-1	6	-1	16	8	-1	22	5	-1	12	-1	-1	-1	23	11	-1	-1	-1	-1	-1	-1	-1
-1	16	22	21	-1	23	-1	12	-1	-1	10	-1	11	7	-1	-1	14	-1	6	-1	3	-1	19	20	4
-1	-1	-1	10	-1	21	-1	20	-1	-1	-1	-1	-1	14	-1	-1	17	15	24	-1	-1	6	-1	-1	-1
11	-1	8	-1	7	-1	-1	-1	-1	6	-1	20	24	-1	9	12	1	-1	16	3	10	-1	-1	-1	13
24	1	23	12	14	11	-1	3	-1	4	15	19	16	-1	6	-1	-1	7	10	2	-1	-1	-1	22	-1
16	-1	12	20	11	3	-1	19	-1	-1	2	23	6	-1	21	15	13	-1	-1	-1	4	-1	14	-1	-1
-1	-1	6	8	19	20	11	13	-1	-1	25	-1	18	-1	4	-1	-1	2	-1	-1	-1	12	24	21	5
-1	5	-1	-1	15	12	21	-1	-1	9	19	-1	-1	24	8	10	-1	23	25	20	-1	18	-1	-1	2
3	10	-1	13	24	-1	-1	-1	2	14	16	-1	9	20	-1	22	6	17	-1	-1	-1	11	-1	1	25
1	25	9	2	18	17	7	24	6	23	13	11	-1	10	22	16	-1	-1	-1	4	-1	-1	15	8	-1
7	22	10	-1	23	-1	-1	-1	13	1	-1	21	-1	-1	14	-1	16	-1	11	-1	-1	-1	4	-1	-1
-1	-1	-1	-1	-1	-1	-1	23	5	16	20	6	25	4	12	-1	3	-1	18	17	15	10	11	2	21
14	6	5	11	-1	-1	10	9	12	3	8	1	17	-1	-1	23	-1	21	15	13	16	22	20	7	-1
2	-1	-1	16	-1	14	6	11	20	15	3	7	10	19	13	-1	22	24	4	1	5	-1	-1	25	-1
-1	-1	20	19	3	-1	-1	21	-1	-1	-1	22	-1	-1	-1	-1	-1	-1	-1	-1	9	-1	-1	13	1
