16
2	-1	13	1	7	-1	8	-1	-1	3	15	-1	10	6	-1	12
5	6	11	-1	-1	-1	10	15	-1	1	7	14	13	8	3	-1
-1	10	4	-1	-1	-1	-1	14	-1	8	11	-1	-1	-1	-1	15
16	9	-1	8	3	1	12	-1	-1	13	-1	10	4	14	7	-1
11	-1	8	9	15	-1	2	1	14	7	10	13	6	-1	-1	3
-1	13	14	-1	8	10	-1	4	3	15	-1	5	-1	12	9	1
12	1	3	-1	13	6	5	7	11	4	9	-1	14	-1	8	-1
10	-1	2	16	9	-1	11	3	-1	-1	1	8	7	15	13	-1
15	-1	6	4	1	-1	3	12	8	2	-1	-1	16	-1	14	-1
-1	3	5	-1	10	7	6	13	9	14	16	-1	1	-1	12	11
9	11	-1	-1	16	-1	14	8	-1	12	3	-1	2	-1	-1	13
13	16	12	14	5	11	15	2	-1	-1	-1	1	9	3	6	8
-1	-1	-1	11	14	8	7	-1	13	9	12	-1	-1	1	-1	6
14	12	10	-1	11	16	1	9	-1	-1	-1	-1	-1	13	4	7
-1	8	7	5	-1	15	13	6	1	-1	14	-1	12	-1	-1	-1
-1	-1	9	13	12	3	-1	5	10	16	6	-1	8	-1	2	-1
