16
8	13	-1	15	-1	-1	2	-1	-1	14	-1	-1	1	16	-1	-1
3	10	2	6	14	-1	16	12	8	-1	5	-1	13	-1	-1	-1
-1	-1	9	11	4	10	13	-1	-1	7	6	2	8	-1	12	3
-1	7	1	14	11	5	9	8	13	3	16	-1	6	10	15	-1
2	14	-1	4	-1	3	6	5	-1	12	-1	-1	10	11	-1	-1
-1	12	10	-1	8	-1	4	13	11	-1	15	-1	-1	-1	3	7
11	3	-1	7	2	1	10	15	5	-1	9	14	16	12	-1	8
-1	-1	5	-1	-1	-1	12	11	16	-1	3	-1	2	-1	6	-1
-1	11	14	8	5	2	1	9	12	10	13	16	-1	-1	7	-1
10	-1	3	-1	15	-1	7	14	6	9	2	11	4	8	16	12
-1	-1	-1	9	-1	-1	3	-1	4	15	7	8	5	13	1	14
-1	15	-1	16	6	12	8	4	-1	5	-1	-1	-1	2	10	9
16	-1	-1	12	10	4	-1	-1	2	-1	1	13	15	3	5	11
1	4	-1	2	13	-1	5	16	-1	-1	12	-1	9	-1	14	-1
14	5	13	-1	12	-1	11	3	9	8	4	15	-1	-1	2	-1
-1	-1	-1	3	1	-1	15	2	14	16	10	-1	12	4	8	13
