16
-1	5	14	-1	-1	3	6	-1	-1	-1	7	-1	15	-1	16	-1
15	-1	-1	-1	-1	-1	-1	7	-1	16	-1	-1	10	-1	-1	-1
-1	3	-1	16	15	-1	-1	-1	-1	8	-1	-1	6	4	-1	-1
11	-1	6	10	16	-1	-1	-1	15	5	-1	-1	3	14	1	12
-1	8	3	-1	11	9	7	-1	-1	1	5	-1	12	2	-1	-1
7	-1	-1	-1	14	5	-1	-1	-1	-1	-1	10	13	6	9	1
2	9	-1	-1	10	-1	-1	-1	16	-1	3	13	-1	-1	-1	4
-1	6	10	-1	-1	12	-1	4	7	-1	-1	-1	-1	3	5	14
-1	-1	8	-1	-1	-1	-1	-1	1	3	-1	5	-1	-1	2	7
-1	14	-1	-1	1	7	3	-1	-1	11	16	4	8	5	-1	6
5	-1	-1	-1	-1	4	11	-1	-1	-1	12	15	-1	1	13	-1
-1	-1	-1	-1	-1	2	15	12	13	-1	-1	14	-1	-1	3	-1
-1	-1	-1	7	9	13	5	-1	3	-1	-1	16	-1	-1	-1	8
-1	-1	16	5	-1	-1	12	-1	-1	-1	11	7	-1	-1	-1	-1
3	11	-1	2	-1	-1	8	15	-1	-1	10	-1	5	-1	-1	-1
6	13	9	12	-1	-1	10	-1	-1	-1	15	8	-1	-1	-1	3
