16
16	1	-1	3	13	9	12	-1	2	-1	15	-1	11	8	6	14
8	6	4	12	-1	10	16	14	-1	-1	9	-1	13	1	2	-1
14	7	15	-1	5	4	11	2	-1	-1	8	6	16	12	-1	-1
-1	-1	-1	9	15	1	6	8	14	12	-1	13	5	7	4	3
9	3	-1	5	10	2	13	16	11	7	6	15	-1	4	14	8
-1	2	12	16	8	3	-1	5	-1	9	1	10	6	-1	-1	-1
-1	-1	8	-1	-1	12	9	15	4	2	-1	3	10	13	-1	1
13	-1	11	15	6	-1	4	1	8	14	-1	16	9	5	3	2
3	-1	6	4	-1	5	-1	12	-1	16	7	14	2	10	11	13
7	5	9	1	16	11	10	3	12	13	2	8	14	6	15	4
-1	12	10	-1	2	8	-1	13	6	4	-1	9	-1	16	1	5
2	13	16	-1	4	14	15	6	1	3	10	5	7	9	8	-1
12	-1	-1	2	1	16	8	11	9	-1	13	-1	-1	14	5	-1
11	15	7	6	12	-1	2	10	5	8	-1	1	-1	3	9	16
-1	16	13	8	14	6	-1	9	10	15	4	-1	-1	11	12	-1
1	9	-1	10	-1	15	5	4	16	11	-1	12	8	2	13	-1
