16
-1	12	15	6	11	8	10	-1	9	3	2	16	1	14	5	4
14	4	11	-1	6	-1	16	15	8	-1	1	5	3	-1	7	10
-1	13	-1	-1	-1	1	2	9	4	10	11	7	15	12	6	16
1	16	10	-1	7	-1	4	3	12	6	15	14	11	-1	8	-1
16	3	6	1	-1	-1	13	11	5	9	12	8	-1	15	-1	7
4	7	12	-1	8	16	-1	1	15	14	-1	-1	-1	6	3	-1
-1	10	14	13	-1	6	-1	7	-1	-1	-1	11	16	-1	12	8
2	8	5	15	12	4	9	10	6	7	-1	3	14	11	13	-1
10	-1	9	14	-1	13	-1	-1	-1	15	6	-1	7	8	2	11
12	2	16	-1	4	11	1	6	13	8	-1	9	5	-1	-1	15
6	5	8	4	9	-1	-1	2	10	11	14	12	13	16	1	-1
-1	11	13	7	3	10	8	14	2	16	5	-1	-1	-1	9	6
13	9	2	12	-1	-1	6	-1	7	4	10	15	8	1	11	-1
11	6	4	-1	-1	15	7	8	14	12	9	13	2	3	10	5
3	15	7	-1	10	-1	14	4	11	1	8	2	-1	13	16	12
8	-1	1	10	-1	2	11	12	-1	5	-1	6	4	7	15	-1
