25
25	16	10	22	8	7	14	17	2	24	-1	23	-1	9	11	-1	5	3	13	1	6	19	4	20	15
17	-1	11	4	3	21	22	9	-1	5	2	20	25	10	7	16	-1	8	19	6	-1	24	12	1	23
15	18	23	24	12	19	20	4	3	-1	8	14	13	6	5	-1	10	7	17	25	2	-1	21	16	-1
19	14	5	6	2	25	23	13	10	15	3	1	-1	16	-1	24	-1	21	20	9	7	11	17	18	8
9	1	21	7	20	-1	-1	-1	8	6	22	17	19	24	15	23	4	-1	2	-1	13	-1	10	3	25
7	15	24	11	1	3	-1	23	13	21	9	12	18	19	22	8	14	-1	10	-1	20	25	5	2	16
21	12	-1	-1	-1	5	9	19	25	-1	10	4	6	14	13	20	1	11	-1	7	22	-1	23	24	3
-1	-1	9	-1	25	22	18	14	20	2	7	8	17	21	16	13	24	23	-1	15	12	10	6	11	1
10	20	6	13	-1	16	12	15	11	-1	25	24	2	23	1	3	21	22	9	19	4	18	7	14	17
18	23	-1	17	14	1	6	10	-1	7	-1	5	11	20	-1	4	12	25	-1	2	8	21	9	13	19
12	10	4	-1	9	20	7	18	16	22	13	19	23	15	21	17	8	2	-1	24	25	14	11	6	5
5	22	-1	-1	-1	11	2	21	15	10	17	-1	-1	18	14	25	20	4	6	12	9	13	1	8	-1
13	2	25	-1	17	4	-1	-1	-1	19	6	16	8	11	20	5	18	-1	21	14	-1	7	15	22	10
-1	6	14	15	-1	17	25	-1	5	-1	1	22	9	4	24	10	3	19	7	13	21	-1	16	12	18
24	8	7	18	21	6	13	1	9	14	12	10	-1	-1	25	15	23	16	22	11	3	4	19	-1	20
22	17	-1	20	10	9	3	-1	14	25	5	15	24	-1	19	2	11	13	4	23	16	8	18	21	7
14	25	13	21	18	10	-1	11	1	4	-1	-1	20	17	6	-1	-1	12	8	3	5	23	-1	19	2
3	9	16	12	6	2	5	7	23	13	21	18	14	22	8	19	17	15	24	10	1	-1	25	4	11
23	24	15	8	4	18	19	12	22	16	11	2	-1	13	10	21	7	5	25	20	17	6	-1	9	14
11	19	2	5	-1	8	17	24	-1	20	23	25	4	3	9	1	-1	18	14	16	10	12	22	15	13
1	21	12	9	-1	13	16	2	6	18	20	11	10	25	23	7	19	24	-1	8	15	17	14	-1	4
8	5	3	-1	19	14	10	22	4	9	24	13	15	1	18	6	2	17	23	21	11	16	20	7	12
-1	7	17	23	24	15	8	20	19	-1	4	21	-1	5	12	-1	13	10	11	22	18	1	2	25	-1
2	-1	18	14	15	23	-1	25	7	11	19	6	22	8	17	9	16	20	-1	5	24	3	13	-1	21
16	11	20	10	13	24	21	-1	17	-1	14	9	3	7	2	-1	25	1	15	4	19	22	-1	23	6
