16
9	2	7	-1	16	4	15	10	-1	-1	5	6	13	11	1	3
1	11	8	5	13	14	9	7	10	15	-1	3	12	16	4	6
-1	15	16	13	5	12	2	6	-1	11	7	1	10	8	-1	9
6	4	14	10	8	1	3	11	13	-1	16	9	7	15	2	5
16	9	2	14	15	10	7	3	6	13	4	-1	8	5	12	1
11	10	-1	15	4	13	14	-1	3	5	1	-1	9	2	16	7
7	3	5	8	-1	6	1	9	16	10	14	12	11	4	15	13
12	13	1	4	11	-1	5	16	7	9	15	2	-1	6	3	10
2	8	-1	1	3	11	-1	-1	-1	16	13	15	4	-1	5	12
-1	16	9	3	12	15	10	1	-1	7	8	4	2	13	6	14
13	14	15	6	7	-1	8	4	12	2	3	10	16	1	9	11
4	12	11	7	9	2	16	13	14	1	6	5	3	10	8	15
15	6	-1	-1	-1	9	13	2	5	8	-1	16	1	-1	-1	4
8	1	3	9	10	7	-1	5	-1	6	12	13	15	14	11	16
-1	5	13	16	1	-1	12	-1	15	-1	11	7	6	9	10	2
-1	-1	-1	2	6	16	11	15	-1	3	9	14	5	12	13	8
