25
-1	16	4	-1	-1	10	23	25	13	15	8	18	-1	-1	7	-1	22	20	9	24	19	-1	2	5	-1
17	24	15	-1	19	8	11	12	16	6	25	3	5	-1	13	14	4	2	18	-1	-1	1	-1	21	7
14	6	5	8	13	3	-1	19	4	-1	-1	16	9	21	2	-1	10	17	25	11	15	18	12	-1	24
23	9	-1	18	21	2	-1	7	17	-1	15	20	19	4	6	3	5	13	-1	12	-1	16	8	10	22
20	10	7	2	25	18	22	21	9	5	23	-1	24	12	14	8	-1	19	-1	16	17	-1	3	11	4
-1	5	12	-1	-1	19	8	-1	20	3	9	25	1	2	18	10	-1	11	22	14	6	7	24	-1	-1
-1	7	-1	14	-1	-1	21	24	5	12	-1	-1	22	8	19	1	25	15	4	18	16	11	-1	20	10
13	1	18	24	-1	4	10	-1	22	9	12	-1	16	-1	-1	17	2	23	21	6	8	5	-1	3	25
6	-1	17	19	22	7	1	-1	25	11	21	10	-1	13	24	20	16	-1	5	9	2	-1	15	18	14
11	25	23	20	10	6	16	-1	2	18	4	5	17	14	-1	24	19	3	8	7	1	21	22	12	9
19	15	21	13	23	16	-1	20	18	22	5	-1	14	11	25	2	8	-1	24	17	12	10	9	4	-1
-1	4	-1	-1	9	5	25	17	-1	-1	18	12	2	16	21	19	-1	-1	13	10	20	6	11	14	-1
10	-1	25	12	-1	9	13	-1	1	14	-1	-1	4	-1	3	-1	23	-1	11	15	24	8	21	7	-1
16	-1	-1	-1	-1	12	24	4	3	19	-1	22	-1	15	23	9	-1	21	-1	5	13	2	-1	25	-1
3	18	14	-1	-1	15	2	11	21	-1	24	-1	-1	1	9	-1	20	6	12	-1	5	22	23	19	-1
2	13	10	11	1	-1	19	-1	-1	16	14	9	6	-1	-1	5	-1	25	-1	21	-1	-1	4	15	8
18	-1	8	21	-1	23	5	2	7	13	11	-1	20	25	1	15	17	-1	10	19	3	9	6	16	12
15	-1	-1	5	24	14	-1	9	6	-1	7	21	8	18	-1	13	-1	4	-1	-1	22	17	10	-1	-1
25	3	-1	-1	4	21	17	8	24	-1	13	15	12	22	10	18	6	14	16	1	11	19	7	2	5
7	-1	6	-1	-1	1	15	10	-1	4	2	19	23	-1	5	-1	9	8	-1	22	14	-1	18	13	21
4	14	13	-1	6	25	9	5	19	-1	3	-1	-1	23	22	-1	-1	18	7	20	21	-1	16	8	2
8	21	16	7	17	20	18	22	14	2	1	11	10	6	12	-1	-1	-1	15	13	4	3	-1	9	19
5	20	3	15	-1	-1	6	1	10	-1	-1	13	21	9	8	25	12	16	2	-1	-1	23	14	22	-1
12	-1	22	9	18	13	4	-1	-1	21	16	2	25	5	-1	-1	14	10	17	-1	-1	15	1	-1	11
24	23	1	25	2	11	12	16	15	8	-1	14	-1	-1	4	22	21	9	19	3	10	20	-1	6	13
