16
-1	9	14	12	6	15	13	10	2	16	8	11	5	-1	3	7
7	8	11	-1	4	1	2	-1	9	6	13	3	12	14	15	-1
4	10	2	13	3	12	9	7	14	1	15	5	16	6	11	-1
6	15	5	3	16	14	8	11	7	-1	-1	10	-1	-1	9	-1
14	13	9	-1	1	-1	3	-1	16	15	10	12	7	8	5	-1
-1	-1	1	5	13	7	12	16	-1	14	9	2	-1	10	6	15
16	12	4	7	15	10	-1	2	5	11	3	8	9	13	-1	14
10	11	15	2	8	5	14	9	6	7	1	13	4	12	16	3
3	5	10	15	11	-1	16	1	13	4	6	7	8	-1	14	12
13	2	16	1	9	8	5	6	-1	3	12	14	-1	11	7	4
11	4	-1	14	12	3	-1	-1	1	8	5	-1	6	16	2	13
-1	6	12	8	14	-1	7	13	15	2	11	16	3	1	10	5
5	1	3	-1	2	-1	-1	12	11	13	14	6	10	7	-1	9
15	7	6	9	10	13	11	14	8	-1	2	-1	1	-1	12	16
12	14	13	11	7	9	1	8	3	10	16	15	2	5	4	6
2	16	8	10	5	6	4	3	12	9	7	1	14	15	-1	11
