16
16	10	-1	7	-1	-1	6	-1	1	3	15	13	-1	-1	-1	-1
-1	1	-1	8	-1	-1	-1	-1	4	14	-1	11	-1	-1	-1	-1
-1	-1	12	-1	4	-1	15	2	-1	-1	-1	-1	-1	13	-1	-1
-1	-1	3	-1	10	1	-1	9	12	-1	2	6	15	-1	11	5
-1	11	-1	-1	7	-1	5	6	10	-1	-1	-1	3	1	-1	14
13	-1	14	-1	-1	3	-1	-1	-1	-1	5	2	-1	6	15	-1
-1	-1	7	-1	-1	12	11	-1	-1	-1	-1	16	-1	-1	-1	-1
-1	5	-1	-1	9	10	2	15	-1	-1	14	1	-1	8	-1	-1
-1	-1	-1	-1	14	-1	-1	5	-1	-1	11	12	-1	-1	-1	15
-1	3	15	5	-1	-1	-1	4	16	-1	7	9	11	14	-1	2
-1	4	6	-1	-1	-1	1	-1	14	-1	3	8	-1	-1	-1	16
-1	-1	-1	-1	-1	9	10	-1	5	-1	-1	4	8	-1	-1	3
2	9	-1	-1	3	4	8	10	15	5	13	7	-1	-1	16	6
-1	8	10	-1	5	-1	16	-1	-1	11	12	3	-1	15	2	1
-1	-1	16	6	-1	-1	-1	-1	2	-1	-1	-1	-1	-1	-1	10
-1	7	11	-1	6	-1	-1	-1	8	9	-1	-1	-1	-1	-1	13
