25
-1	-1	15	-1	-1	9	-1	-1	1	-1	16	-1	-1	8	-1	-1	23	-1	18	-1	3	-1	-1	-1	5
-1	23	11	-1	9	25	-1	-1	-1	-1	17	-1	7	-1	24	13	12	-1	1	-1	-1	-1	-1	15	19
25	20	7	2	-1	17	4	3	-1	11	9	-1	-1	-1	5	19	16	15	6	8	-1	14	12	-1	24
-1	1	-1	-1	16	19	6	-1	14	-1	13	-1	25	10	-1	-1	-1	22	9	-1	18	7	-1	8	-1
13	14	5	8	6	-1	-1	12	18	-1	-1	20	19	3	-1	17	-1	-1	25	-1	-1	-1	-1	22	9
15	-1	-1	-1	-1	8	25	-1	5	3	-1	-1	-1	4	-1	23	6	2	21	-1	-1	11	-1	12	16
-1	-1	12	-1	-1	-1	23	-1	7	-1	20	8	15	-1	3	-1	14	13	22	-1	-1	-1	2	9	-1
-1	6	-1	19	-1	-1	14	15	-1	18	25	1	-1	-1	11	12	-1	-1	-1	20	-1	24	-1	-1	-1
-1	9	-1	-1	-1	16	10	13	-1	-1	5	21	24	17	12	-1	18	25	4	1	23	19	-1	-1	22
-1	11	-1	20	-1	-1	-1	22	-1	-1	2	16	13	6	18	3	7	-1	8	24	5	15	14	4	-1
11	-1	-1	-1	20	18	17	14	23	-1	-1	6	1	-1	7	-1	-1	12	2	-1	-1	8	-1	19	21
18	-1	22	9	19	7	11	1	-1	-1	23	-1	-1	-1	-1	-1	8	-1	-1	6	2	-1	5	-1	25
6	-1	-1	10	14	21	2	16	-1	-1	-1	9	-1	-1	17	18	20	1	-1	-1	24	-1	23	-1	15
17	-1	-1	-1	-1	-1	19	25	-1	9	-1	18	-1	-1	-1	5	13	-1	15	23	11	-1	6	-1	-1
-1	24	1	25	23	10	-1	5	20	6	15	-1	-1	11	8	9	3	21	-1	22	14	4	-1	17	-1
5	10	25	-1	-1	-1	18	-1	8	7	1	13	-1	9	14	22	-1	23	11	-1	-1	-1	19	20	-1
9	22	24	1	4	20	15	-1	6	-1	-1	25	-1	-1	-1	-1	-1	3	13	-1	-1	-1	16	18	2
-1	19	-1	13	-1	12	-1	9	-1	4	-1	-1	20	16	22	-1	-1	8	24	2	-1	-1	11	5	-1
7	-1	-1	17	18	5	16	-1	-1	19	21	2	11	-1	10	6	25	-1	12	-1	-1	-1	-1	-1	13
8	-1	20	-1	-1	13	-1	17	-1	25	3	-1	-1	12	-1	21	-1	18	14	9	22	23	15	10	7
4	-1	-1	23	-1	11	5	7	-1	2	-1	17	-1	-1	-1	-1	1	-1	-1	-1	15	-1	22	13	-1
1	2	-1	11	13	-1	8	4	24	15	-1	-1	18	-1	-1	25	-1	7	-1	-1	9	17	3	14	-1
-1	-1	-1	21	-1	3	-1	6	-1	16	-1	5	2	-1	13	24	-1	17	-1	15	4	-1	25	11	-1
20	-1	-1	16	17	14	-1	18	25	-1	11	-1	-1	1	-1	-1	22	9	-1	-1	19	-1	-1	2	23
24	-1	19	-1	12	22	20	-1	-1	-1	6	-1	9	14	-1	4	-1	11	23	13	-1	-1	18	7	8
