25
8	20	3	-1	19	-1	1	-1	9	-1	-1	-1	21	-1	-1	14	11	13	10	-1	-1	23	17	24	-1
-1	22	-1	-1	4	-1	16	-1	-1	-1	24	-1	-1	18	1	-1	23	2	17	-1	5	25	3	-1	8
-1	2	18	-1	-1	14	17	-1	-1	5	20	10	11	23	-1	-1	3	19	-1	8	21	-1	-1	22	-1
1	-1	-1	-1	7	13	3	24	-1	10	19	22	-1	-1	-1	9	-1	16	20	-1	4	-1	18	-1	2
21	5	-1	-1	17	8	-1	19	6	23	-1	-1	9	2	7	18	-1	25	-1	4	11	10	20	-1	16
-1	-1	22	-1	16	11	14	-1	-1	6	13	23	19	-1	-1	17	1	8	2	-1	10	3	-1	9	-1
2	-1	10	11	-1	-1	13	9	-1	8	17	-1	3	-1	18	25	-1	-1	-1	12	-1	-1	-1	23	-1
24	3	19	4	12	15	-1	-1	10	22	-1	8	-1	20	-1	-1	21	-1	-1	-1	-1	1	-1	-1	13
-1	-1	14	6	9	19	-1	3	20	17	12	5	10	-1	-1	-1	22	-1	16	11	8	-1	-1	-1	-1
-1	-1	23	-1	5	16	2	21	-1	-1	1	-1	-1	24	4	10	-1	3	19	-1	-1	15	-1	-1	20
-1	-1	-1	8	-1	22	12	10	-1	15	23	4	-1	-1	-1	1	14	6	18	16	19	-1	-1	7	-1
-1	12	-1	-1	22	-1	6	17	-1	9	11	1	-1	-1	13	21	25	7	5	20	24	-1	15	-1	-1
3	-1	-1	-1	-1	-1	8	16	-1	21	-1	-1	-1	-1	-1	2	4	-1	-1	23	-1	-1	1	10	22
-1	11	-1	10	1	24	23	-1	-1	19	16	20	-1	6	17	22	-1	9	12	3	25	-1	-1	-1	14
5	7	-1	2	-1	-1	20	1	11	4	21	14	18	8	-1	-1	24	17	15	10	-1	12	16	6	-1
-1	14	-1	-1	20	6	10	12	1	-1	-1	-1	8	-1	21	-1	-1	24	23	15	3	19	-1	-1	4
12	-1	-1	16	-1	7	-1	-1	-1	14	25	2	24	1	23	-1	9	21	22	-1	-1	13	-1	-1	-1
6	-1	7	-1	-1	9	21	-1	-1	-1	15	11	5	-1	20	4	-1	12	-1	-1	-1	17	-1	14	-1
-1	19	-1	-1	25	23	15	-1	3	24	10	6	4	-1	-1	-1	18	1	11	7	-1	2	8	16	21
-1	-1	-1	3	-1	-1	25	-1	16	-1	9	18	12	22	19	-1	-1	14	6	17	15	-1	24	-1	-1
-1	17	24	-1	-1	-1	-1	-1	-1	20	18	21	-1	11	-1	12	13	5	3	1	16	-1	10	8	-1
-1	-1	-1	25	-1	17	11	-1	-1	18	3	-1	1	-1	16	-1	20	-1	21	9	14	6	5	-1	19
-1	4	-1	19	-1	21	9	-1	22	16	8	13	-1	5	-1	11	-1	10	7	25	18	-1	-1	-1	-1
-1	9	5	21	18	-1	-1	14	-1	1	-1	-1	-1	-1	-1	16	19	-1	-1	-1	13	-1	-1	3	-1
-1	-1	6	12	8	-1	5	13	-1	-1	-1	-1	17	-1	24	-1	-1	4	-1	-1	1	-1	-1	-1	9
