25
10	3	24	21	13	1	11	25	-1	7	22	17	6	19	8	12	16	5	20	9	14	2	15	18	4
23	22	19	6	8	21	12	5	24	17	3	2	9	14	7	15	25	4	1	18	10	-1	13	20	11
5	17	15	4	14	16	18	-1	13	6	10	23	11	20	25	3	19	-1	24	7	9	1	22	12	21
25	1	18	9	2	8	3	20	15	19	16	12	21	4	5	11	13	22	10	14	23	6	-1	17	7
7	16	11	12	20	10	9	22	14	4	15	18	13	24	1	23	2	21	17	6	25	8	19	3	5
19	23	-1	2	-1	15	4	11	10	1	20	6	7	16	17	8	9	3	12	22	21	14	18	13	25
15	12	10	13	-1	17	20	24	8	21	4	9	-1	23	3	14	6	16	-1	1	5	11	7	2	-1
21	8	16	7	18	3	25	6	9	14	24	19	15	5	12	4	11	23	13	2	20	22	10	1	17
4	20	1	11	25	5	13	7	2	23	14	8	18	21	22	24	17	10	15	19	12	3	6	16	9
9	6	17	14	3	19	16	12	18	22	1	10	2	11	-1	25	7	20	5	21	8	23	4	15	24
3	5	13	25	10	11	6	16	12	8	19	15	17	22	24	2	-1	18	14	23	7	9	20	21	1
20	19	6	15	4	14	-1	17	7	2	21	11	23	18	9	13	5	1	3	12	22	25	8	10	16
1	24	14	23	12	22	5	-1	21	18	-1	7	20	2	10	19	15	6	8	16	4	17	3	11	13
18	11	7	-1	17	23	15	13	-1	10	12	4	1	3	16	20	22	9	21	24	6	19	2	5	14
16	9	2	22	21	20	1	-1	19	3	13	-1	14	8	6	17	10	25	7	11	24	15	12	23	18
2	25	20	16	5	4	21	23	3	-1	18	22	12	9	19	10	14	17	6	8	11	7	1	24	15
24	15	22	3	23	9	17	19	-1	25	6	-1	4	10	14	18	1	7	11	20	2	21	16	8	12
11	10	12	1	6	18	2	14	22	20	17	16	8	7	21	5	24	-1	23	13	19	4	25	9	3
13	21	8	19	9	6	7	-1	1	24	11	3	5	15	20	16	12	2	25	4	17	18	14	22	23
14	18	-1	17	7	12	8	15	-1	11	2	1	24	25	23	9	21	19	22	3	13	10	5	6	20
12	2	21	18	16	25	23	8	17	5	9	24	22	1	4	7	3	13	19	10	15	20	11	14	6
22	7	23	10	15	24	19	3	4	12	8	20	16	6	11	21	18	14	9	5	1	13	17	25	2
8	13	9	24	1	-1	10	21	11	-1	7	14	3	17	18	6	20	12	4	25	16	5	23	19	22
6	-1	25	5	11	7	22	18	20	16	23	21	19	13	15	1	-1	24	2	17	3	12	9	4	10
17	4	3	-1	19	13	14	1	6	9	5	25	10	12	2	22	23	11	16	15	18	24	21	7	8
