16
7	-1	-1	-1	-1	-1	16	6	14	-1	-1	3	9	10	4	-1
-1	15	-1	10	-1	-1	-1	-1	-1	6	-1	7	-1	1	16	-1
16	-1	6	14	-1	-1	9	10	-1	-1	11	15	-1	-1	-1	-1
-1	4	3	13	-1	7	14	-1	10	16	-1	-1	2	-1	-1	15
-1	-1	12	8	-1	4	1	-1	-1	15	-1	-1	13	-1	-1	5
-1	14	2	-1	-1	-1	12	8	4	9	16	1	11	3	15	10
15	-1	-1	-1	-1	2	-1	7	5	-1	12	-1	-1	-1	-1	-1
4	5	-1	-1	-1	9	-1	-1	-1	-1	13	-1	-1	2	12	-1
-1	-1	-1	1	-1	11	-1	-1	16	-1	-1	14	15	8	3	12
-1	-1	-1	3	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1
-1	-1	16	-1	-1	1	8	9	-1	-1	3	12	5	4	13	-1
-1	8	-1	11	-1	-1	3	-1	-1	-1	-1	-1	-1	9	-1	-1
11	6	15	-1	14	-1	13	-1	-1	-1	10	9	1	-1	-1	-1
3	13	-1	-1	-1	-1	6	11	15	5	-1	-1	-1	-1	-1	9
-1	-1	10	-1	-1	5	-1	-1	13	4	-1	8	-1	15	-1	14
8	-1	7	-1	-1	-1	15	4	1	3	-1	11	10	-1	5	-1
