25
25	-1	3	13	-1	8	16	11	6	-1	17	15	19	-1	22	-1	-1	-1	-1	-1	-1	2	18	-1	-1
-1	-1	-1	-1	21	3	4	-1	1	19	14	5	13	6	8	-1	-1	23	-1	18	-1	17	-1	-1	11
15	19	20	6	-1	2	-1	-1	24	7	23	11	-1	-1	18	25	22	10	8	-1	5	13	1	3	12
8	11	18	-1	17	-1	-1	23	-1	25	-1	4	12	16	3	19	6	5	2	14	22	20	-1	21	-1
-1	24	-1	14	-1	18	-1	22	-1	-1	-1	7	-1	10	2	17	4	-1	-1	13	15	19	6	-1	-1
21	-1	-1	-1	13	-1	25	1	11	23	6	-1	22	-1	19	2	14	18	15	4	16	12	5	20	9
6	22	23	19	8	17	5	-1	-1	24	9	2	3	-1	14	16	10	-1	-1	-1	25	15	4	-1	18
4	-1	5	-1	-1	6	-1	-1	18	13	11	23	10	-1	20	1	9	-1	-1	21	-1	-1	8	24	7
-1	16	7	11	20	-1	22	10	-1	-1	13	18	15	-1	-1	-1	-1	3	-1	5	2	-1	21	17	6
9	1	-1	-1	2	-1	20	8	3	15	-1	-1	-1	5	4	6	-1	17	24	7	13	11	-1	10	-1
-1	13	8	9	1	15	-1	2	-1	11	-1	-1	7	18	17	-1	-1	19	23	-1	20	6	-1	4	25
10	7	-1	23	15	12	3	24	19	4	16	-1	-1	11	-1	13	-1	-1	-1	-1	18	21	14	9	5
5	-1	-1	25	-1	16	18	-1	22	20	19	21	23	15	-1	-1	-1	4	-1	10	8	1	-1	-1	17
-1	4	-1	3	-1	-1	-1	13	-1	6	-1	25	-1	-1	12	-1	-1	7	21	-1	23	22	11	-1	-1
18	2	12	21	16	5	8	25	23	17	22	24	-1	4	-1	-1	-1	14	11	6	3	7	-1	-1	10
11	20	-1	-1	25	23	7	5	13	-1	-1	-1	-1	-1	21	-1	12	16	-1	9	-1	-1	10	15	-1
2	23	19	-1	24	1	-1	15	4	10	-1	6	-1	17	16	-1	-1	13	-1	25	9	8	3	12	22
14	6	9	-1	3	22	12	-1	-1	18	2	10	-1	-1	-1	23	8	-1	4	24	7	25	20	-1	21
7	-1	21	16	18	14	-1	3	25	-1	15	19	24	-1	-1	-1	20	-1	10	17	11	4	-1	-1	2
13	12	15	-1	22	21	24	-1	20	8	-1	-1	4	-1	23	-1	-1	2	-1	19	-1	14	16	18	1
1	10	11	12	6	20	14	18	-1	-1	-1	-1	17	-1	7	-1	19	9	25	3	24	5	-1	23	13
-1	18	-1	-1	7	-1	15	12	-1	16	24	-1	-1	23	25	10	-1	6	-1	20	21	-1	-1	-1	3
3	15	24	22	23	-1	19	9	17	5	4	-1	-1	14	10	21	2	-1	16	12	-1	18	7	11	20
-1	-1	-1	8	9	24	10	-1	7	1	5	3	-1	20	15	18	17	22	-1	-1	12	16	2	-1	4
16	-1	2	20	5	13	23	4	21	3	12	-1	18	19	9	-1	11	24	1	15	14	-1	17	-1	8
